driverId,truckId,eventDate,eventType,longitude,latitude
30,18,2016-05-28-09,Normal,-88.42,41.11
17,97,2016-05-28-09,Normal,-92.22,38.96
16,77,2016-05-28-09,Normal,-94.46,37.16
28,41,2016-05-28-09,Normal,-90.52,39.71
15,75,2016-05-28-09,Normal,-92.09,34.8
10,79,2016-05-28-09,Normal,-92.89,37.51
18,104,2016-05-28-09,Normal,-90.37,39.71
32,66,2016-05-28-09,Normal,-94.38,38.99
28,41,2016-05-28-09,Normal,-90.37,39.71
22,83,2016-05-28-09,Normal,-90.04,35.19
20,20,2016-05-28-09,Normal,-93.58,41.62
19,90,2016-05-28-09,Normal,-97.36,37.69
22,83,2016-05-28-09,Normal,-90.37,35.21
13,40,2016-05-28-09,Normal,-93.36,41.69
29,78,2016-05-28-09,Normal,-97.32,37.48
31,58,2016-05-28-09,Normal,-94.46,37.16
15,75,2016-05-28-09,Normal,-90.68,35.12
25,17,2016-05-28-09,Normal,-90.24,38.0
16,77,2016-05-28-09,Normal,-90.44,41.54
24,61,2016-05-28-09,Normal,-89.17,40.38
26,42,2016-05-28-09,Normal,-90.69,38.5
10,79,2016-05-28-09,Normal,-90.18,38.64
24,61,2016-05-28-09,Normal,-90.2,38.65
13,40,2016-05-28-09,Normal,-93.58,41.62
30,18,2016-05-28-09,Normal,-93.36,41.69
20,20,2016-05-28-09,Normal,-93.36,41.69
25,17,2016-05-28-09,Normal,-90.35,38.43
12,81,2016-05-28-09,Normal,-90.24,38.0
16,77,2016-05-28-09,Normal,-90.29,40.96
29,78,2016-05-28-09,Normal,-97.32,37.27
20,20,2016-05-28-09,Normal,-92.74,41.75
15,75,2016-05-28-09,Normal,-90.94,35.03
21,46,2016-05-28-09,Normal,-94.3,37.66
27,11,2016-05-28-09,Normal,-90.79,38.83
30,18,2016-05-28-09,Normal,-92.4,41.78
14,43,2016-05-28-09,Normal,-94.37,38.0
23,26,2016-05-28-09,Normal,-90.7,41.62
17,97,2016-05-28-09,Normal,-90.79,38.83
28,41,2016-05-28-09,Normal,-90.24,39.72
20,20,2016-05-28-09,Normal,-92.19,41.74
12,81,2016-05-28-09,Normal,-89.54,36.84
29,78,2016-05-28-09,Normal,-97.37,36.79
24,61,2016-05-28-09,Normal,-88.42,41.11
13,40,2016-05-28-09,Normal,-92.19,41.74
10,79,2016-05-28-09,Normal,-91.18,38.22
22,83,2016-05-28-09,Normal,-91.74,34.89
23,26,2016-05-28-09,Normal,-91.32,41.71
14,43,2016-05-28-09,Normal,-94.38,38.67
17,97,2016-05-28-09,Normal,-91.1,38.83
16,77,2016-05-28-09,Normal,-91.32,41.71
25,17,2016-05-28-09,Normal,-89.54,36.84
23,26,2016-05-28-09,Normal,-91.47,41.74
30,18,2016-05-28-09,Normal,-91.59,41.7
16,77,2016-05-28-09,Normal,-91.47,41.74
11,98,2016-05-28-09,Normal,-87.67,41.87
21,46,2016-05-28-09,Normal,-94.38,38.99
10,79,2016-05-28-09,Normal,-91.44,38.09
14,43,2016-05-28-09,Normal,-94.59,39.1
21,46,2016-05-28-09,Normal,-94.59,39.1
19,90,2016-05-28-09,Normal,-97.14,36.41
27,11,2016-05-28-09,Normal,-92.38,38.98
10,79,2016-05-28-09,Normal,-93.34,37.21
28,41,2016-05-28-09,Normal,-90.79,39.69
17,97,2016-05-28-09,Normal,-92.53,38.98
14,43,2016-05-28-09,Normal,-91.05,41.72
23,26,2016-05-28-09,Normal,-89.29,41.85
29,78,2016-05-28-09,Normal,-97.37,36.91
17,97,2016-05-28-09,Normal,-92.38,38.98
10,79,2016-05-28-09,Normal,-93.14,37.26
19,90,2016-05-28-09,Normal,-97.34,36.63
16,77,2016-05-28-09,Normal,-94.58,37.03
27,11,2016-05-28-09,Normal,-92.03,38.97
10,79,2016-05-28-09,Normal,-92.99,37.34
15,75,2016-05-28-09,Normal,-91.93,34.81
26,42,2016-05-28-09,Normal,-92.48,37.8
13,40,2016-05-28-09,Normal,-89.91,40.86
11,98,2016-05-28-09,Normal,-93.58,41.62
30,18,2016-05-28-09,Normal,-88.07,41.48
31,58,2016-05-28-09,Normal,-90.82,41.66
25,17,2016-05-28-09,Normal,-89.8,35.94
16,77,2016-05-28-09,Normal,-94.31,37.31
14,43,2016-05-28-09,Normal,-90.29,40.96
31,58,2016-05-28-09,Normal,-91.24,41.67
17,97,2016-05-28-09,Normal,-90.21,38.65
31,58,2016-05-28-09,Normal,-94.58,37.03
12,81,2016-05-28-09,Normal,-90.35,38.43
23,26,2016-05-28-09,Normal,-89.91,40.86
17,97,2016-05-28-09,Normal,-90.41,38.75
28,41,2016-05-28-09,Normal,-89.96,39.74
11,98,2016-05-28-09,Normal,-89.63,39.84
32,66,2016-05-28-09,Normal,-90.68,35.12
28,41,2016-05-28-09,Normal,-90.14,39.76
27,11,2016-05-28-09,Normal,-90.67,38.82
11,98,2016-05-28-09,Normal,-89.17,40.38
29,78,2016-05-28-09,Normal,-97.37,36.91
11,98,2016-05-28-09,Normal,-90.2,38.65
21,46,2016-05-28-09,Normal,-94.58,37.03
28,41,2016-05-28-09,Normal,-89.78,39.77
24,61,2016-05-28-09,Normal,-89.74,39.1
21,46,2016-05-28-09,Normal,-94.46,37.16
22,83,2016-05-28-09,Normal,-90.68,35.12
20,20,2016-05-28-09,Normal,-93.04,41.71
23,26,2016-05-28-09,Normal,-90.29,40.96
18,104,2016-05-28-09,Normal,-90.14,39.76
30,18,2016-05-28-09,Normal,-92.74,41.75
17,97,2016-05-28-09,Normal,-90.67,38.82
28,41,2016-05-28-09,Normal,-90.24,39.72
18,104,2016-05-28-09,Normal,-90.24,39.72
24,61,2016-05-28-09,Normal,-88.77,40.76
32,66,2016-05-28-09,Normal,-91.14,34.96
25,17,2016-05-28-09,Normal,-89.71,37.47
22,83,2016-05-28-09,Normal,-91.38,34.83
19,90,2016-05-28-09,Normal,-97.37,36.79
17,97,2016-05-28-09,Normal,-90.93,38.82
18,104,2016-05-28-09,Normal,-90.24,39.72
21,46,2016-05-28-09,Normal,-94.35,38.33
32,66,2016-05-28-09,Normal,-91.38,34.83
21,46,2016-05-28-09,Normal,-94.38,38.67
11,98,2016-05-28-09,Normal,-88.07,41.48
15,75,2016-05-28-09,Normal,-91.74,34.89
13,40,2016-05-28-09,Normal,-91.94,41.71
26,42,2016-05-28-09,Normal,-91.18,38.22
27,11,2016-05-28-09,Normal,-91.19,38.83
31,58,2016-05-28-09,Normal,-94.38,38.67
29,78,2016-05-28-09,Normal,-97.35,36.4
31,58,2016-05-28-09,Normal,-94.38,38.99
18,104,2016-05-28-09,Normal,-90.52,39.71
22,83,2016-05-28-09,Normal,-92.09,34.8
17,97,2016-05-28-09,Normal,-91.19,38.83
30,18,2016-05-28-09,Normal,-91.24,41.67
18,104,2016-05-28-09,Normal,-90.63,39.7
29,78,2016-05-28-09,Normal,-97.14,36.41
23,26,2016-05-28-09,Normal,-91.78,42.23
17,97,2016-05-28-11,Normal,-91.74,38.94
29,78,2016-05-28-11,Normal,-97.14,36.41
13,69,2016-05-28-11,Normal,-93.58,41.62
10,79,2016-05-28-11,Normal,-92.74,37.6
15,92,2016-05-28-11,Normal,-90.04,35.19
27,60,2016-05-28-11,Normal,-90.21,38.65
21,54,2016-05-28-11,Normal,-94.58,37.03
14,56,2016-05-28-11,Normal,-94.58,37.03
12,22,2016-05-28-11,Normal,-90.15,38.62
20,33,2016-05-28-11,Normal,-93.36,41.69
22,29,2016-05-28-11,Normal,-90.37,35.21
26,38,2016-05-28-11,Normal,-90.34,38.58
18,11,2016-05-28-11,Normal,-89.96,39.74
15,92,2016-05-28-11,Normal,-90.68,35.12
30,58,2016-05-28-11,Normal,-93.04,41.71
20,33,2016-05-28-11,Normal,-92.74,41.75
15,92,2016-05-28-11,Normal,-90.94,35.03
21,54,2016-05-28-11,Normal,-94.46,37.16
15,92,2016-05-28-11,Normal,-90.37,35.21
17,27,2016-05-28-11,Normal,-90.41,38.75
23,44,2016-05-28-11,Normal,-90.29,40.96
14,56,2016-05-28-11,Normal,-94.31,37.31
27,60,2016-05-28-11,Normal,-90.55,38.81
11,39,2016-05-28-11,Normal,-89.17,40.38
29,68,2016-05-28-11,Normal,-97.32,37.15
27,60,2016-05-28-11,Normal,-90.67,38.82
20,33,2016-05-28-11,Normal,-92.4,41.78
11,39,2016-05-28-11,Normal,-88.77,40.76
30,58,2016-05-28-11,Normal,-92.74,41.75
24,89,2016-05-28-11,Normal,-88.77,40.76
28,90,2016-05-28-11,Normal,-90.24,39.72
11,39,2016-05-28-11,Normal,-88.42,41.11
12,22,2016-05-28-11,Normal,-89.56,37.2
18,11,2016-05-28-11,Normal,-90.37,39.71
11,39,2016-05-28-11,Normal,-88.07,41.48
17,27,2016-05-28-11,Normal,-91.1,38.83
21,54,2016-05-28-11,Normal,-94.38,38.67
12,22,2016-05-28-11,Normal,-89.65,36.37
24,89,2016-05-28-11,Normal,-87.67,41.87
13,69,2016-05-28-11,Normal,-92.4,41.78
15,92,2016-05-28-11,Normal,-91.38,34.83
23,44,2016-05-28-11,Normal,-91.05,41.72
26,38,2016-05-28-11,Normal,-91.07,38.31
10,43,2016-05-28-11,Normal,-91.18,38.22
19,65,2016-05-28-11,Normal,-97.34,36.63
30,58,2016-05-28-11,Normal,-91.94,41.71
10,43,2016-05-28-11,Normal,-91.3,38.14
29,68,2016-05-28-11,Normal,-97.35,36.4
17,27,2016-05-28-11,Normal,-91.19,38.83
13,69,2016-05-28-11,Normal,-91.59,41.7
18,11,2016-05-28-11,Normal,-90.63,39.7
15,92,2016-05-28-11,Normal,-92.09,34.8
16,71,2016-05-28-11,Normal,-91.63,41.72
20,33,2016-05-28-11,Normal,-90.82,41.66
29,68,2016-05-28-11,Normal,-97.14,36.41
12,22,2016-05-28-11,Normal,-90.07,35.68
23,44,2016-05-28-11,Normal,-91.78,42.23
30,58,2016-05-28-11,Normal,-90.82,41.66
17,27,2016-05-28-11,Normal,-91.56,38.93
20,33,2016-05-28-11,Normal,-90.64,41.56
15,92,2016-05-28-11,Normal,-92.31,34.78
28,90,2016-05-28-11,Normal,-90.79,39.69
10,43,2016-05-28-11,Normal,-91.69,37.99
20,33,2016-05-28-11,Normal,-90.2,41.59
14,56,2016-05-28-11,Normal,-94.38,38.99
23,44,2016-05-28-11,Normal,-91.63,41.72
15,92,2016-05-28-11,Normal,-92.31,34.78
29,68,2016-05-28-11,Normal,-96.44,36.23
32,21,2016-05-28-11,Normal,-92.09,34.8
10,43,2016-05-28-11,Normal,-91.99,37.94
15,92,2016-05-28-11,Normal,-92.09,34.8
30,58,2016-05-28-11,Normal,-90.2,41.59
27,60,2016-05-28-11,Normal,-92.03,38.97
12,22,2016-05-28-11,Normal,-90.07,35.1
11,39,2016-05-28-11,Normal,-89.17,40.38
17,27,2016-05-28-11,Normal,-92.22,38.96
20,33,2016-05-28-11,Normal,-89.6,41.76
12,22,2016-05-28-11,Normal,-90.24,35.35
29,68,2016-05-28-11,Normal,-95.99,36.17
15,92,2016-05-28-11,Normal,-91.74,34.89
14,56,2016-05-28-11,Normal,-94.3,37.66
22,29,2016-05-28-11,Normal,-91.38,34.83
28,90,2016-05-28-11,Normal,-91.8,39.67
29,68,2016-05-28-11,Normal,-95.56,35.97
24,89,2016-05-28-11,Normal,-90.2,38.65
18,11,2016-05-28-11,Normal,-92.27,39.76
11,39,2016-05-28-11,Normal,-90.2,38.65
13,69,2016-05-28-11,Normal,-89.88,41.77
27,60,2016-05-28-11,Normal,-92.22,38.96
25,106,2016-05-28-11,Normal,-90.24,35.35
22,29,2016-05-28-11,Normal,-91.74,34.89
19,65,2016-05-28-11,Normal,-95.76,36.08
30,58,2016-05-28-11,Normal,-89.29,41.85
24,89,2016-05-28-11,Normal,-89.74,39.1
27,60,2016-05-28-11,Normal,-92.53,38.98
12,22,2016-05-28-11,Normal,-89.8,35.94
26,38,2016-05-28-11,Normal,-92.61,37.7
14,56,2016-05-28-11,Normal,-94.46,37.16
27,60,2016-05-28-11,Normal,-92.63,38.95
31,86,2016-05-28-11,Normal,-94.46,37.16
26,38,2016-05-28-11,Normal,-92.74,37.6
14,56,2016-05-28-11,Normal,-94.58,37.03
32,21,2016-05-28-11,Normal,-90.68,35.12
17,27,2016-05-28-11,Normal,-93.01,38.97
20,33,2016-05-28-11,Normal,-88.41,42.11
23,44,2016-05-28-11,Normal,-89.91,40.86
26,38,2016-05-28-11,Normal,-92.89,37.51
15,92,2016-05-28-11,Normal,-90.68,35.12
16,71,2016-05-28-11,Normal,-89.91,40.86
24,89,2016-05-28-11,Normal,-89.63,39.84
23,44,2016-05-28-11,Normal,-89.52,40.7
17,27,2016-05-28-11,Normal,-93.45,38.99
25,106,2016-05-28-11,Normal,-89.71,37.47
28,90,2016-05-28-11,Normal,-92.74,39.76
11,39,2016-05-28-11,Normal,-89.63,39.84
17,27,2016-05-28-11,Normal,-93.2,38.98
15,92,2016-05-28-11,Normal,-90.37,35.21
22,29,2016-05-28-11,Normal,-90.04,35.19
24,89,2016-05-28-11,Normal,-89.17,40.38
23,44,2016-05-28-11,Normal,-89.52,40.7
22,29,2016-05-28-11,Normal,-90.04,35.19
24,89,2016-05-28-11,Normal,-88.77,40.76
25,106,2016-05-28-11,Normal,-90.0,37.72
11,39,2016-05-28-11,Normal,-88.42,41.11
30,58,2016-05-28-11,Normal,-87.66,41.89
23,44,2016-05-28-11,Normal,-89.91,40.86
20,33,2016-05-28-11,Normal,-88.02,42.04
21,54,2016-05-28-11,Normal,-94.3,37.66
25,106,2016-05-28-11,Normal,-90.24,38.0
10,43,2016-05-28-11,Normal,-93.96,37.08
31,86,2016-05-28-11,Normal,-94.37,38.0
10,43,2016-05-28-11,Normal,-94.23,37.09
19,65,2016-05-28-11,Normal,-93.61,35.51
25,106,2016-05-28-11,Normal,-90.15,38.62
14,56,2016-05-28-11,Normal,-94.38,38.67
11,39,2016-05-28-11,Normal,-87.67,41.87
20,33,2016-05-28-11,Normal,-88.96,42.25
11,39,2016-05-28-11,Normal,-88.07,41.48
19,65,2016-05-28-11,Normal,-93.92,35.53
21,54,2016-05-28-11,Normal,-94.37,38.0
14,56,2016-05-28-11,Normal,-94.35,38.33
30,58,2016-05-28-11,Normal,-88.41,42.11
24,89,2016-05-28-11,Normal,-87.67,41.87
29,68,2016-05-28-11,Normal,-93.36,35.4
13,69,2016-05-28-11,Normal,-88.64,42.21
16,71,2016-05-28-11,Normal,-90.7,41.62
14,56,2016-05-28-11,Normal,-94.38,38.99
18,11,2016-05-28-11,Normal,-94.15,39.77
16,71,2016-05-28-11,Normal,-91.05,41.72
25,106,2016-05-28-11,Normal,-90.35,38.43
17,27,2016-05-28-11,Normal,-94.44,39.1
24,89,2016-05-28-11,Normal,-88.07,41.48
16,71,2016-05-28-11,Normal,-91.32,41.71
27,60,2016-05-28-11,Normal,-94.44,39.1
26,38,2016-05-28-11,Normal,-95.01,36.73
22,29,2016-05-28-11,Normal,-91.93,34.81
13,69,2016-05-28-11,Normal,-89.29,41.85
10,43,2016-05-28-11,Normal,-95.35,36.47
11,39,2016-05-28-11,Normal,-88.42,41.11
25,106,2016-05-28-11,Normal,-90.24,38.0
12,22,2016-05-28-11,Normal,-90.24,38.0
29,68,2016-05-28-11,Normal,-92.25,34.92
20,33,2016-05-28-11,Normal,-89.88,41.77
18,11,2016-05-28-11,Normal,-94.36,39.37
19,65,2016-05-28-11,Normal,-92.53,35.15
32,21,2016-05-28-11,Normal,-91.93,34.81
12,22,2016-05-28-11,Normal,-90.0,37.72
28,90,2016-05-28-11,Normal,-94.24,39.63
23,44,2016-05-28-11,Normal,-91.63,41.72
30,58,2016-05-28-11,Normal,-89.6,41.76
19,65,2016-05-28-11,Normal,-92.25,34.75
22,29,2016-05-28-11,Normal,-92.31,34.78
13,69,2016-05-28-11,Normal,-89.88,41.77
27,60,2016-05-28-11,Normal,-94.16,39.04
24,89,2016-05-28-11,Normal,-89.63,39.84
11,39,2016-05-28-11,Normal,-89.74,39.1
29,68,2016-05-28-11,Normal,-92.25,34.75
18,11,2016-05-28-11,Normal,-94.42,39.27
12,22,2016-05-28-11,Normal,-89.54,36.84
14,56,2016-05-28-11,Normal,-94.37,38.0
17,27,2016-05-28-11,Normal,-93.85,39.01
32,21,2016-05-28-11,Normal,-92.09,34.8
24,89,2016-05-28-11,Normal,-90.2,38.65
19,65,2016-05-28-11,Normal,-92.53,35.15
15,92,2016-05-28-11,Normal,-91.93,34.81
24,89,2016-05-28-11,Normal,-90.2,38.65
11,39,2016-05-28-11,Normal,-90.2,38.65
14,56,2016-05-28-11,Normal,-94.31,37.31
26,38,2016-05-28-11,Normal,-95.99,36.17
29,68,2016-05-28-11,Normal,-92.25,34.92
15,92,2016-05-28-11,Normal,-92.09,34.8
27,60,2016-05-28-11,Normal,-93.85,39.01
26,38,2016-05-28-11,Normal,-95.99,36.17
12,22,2016-05-28-11,Normal,-89.8,35.94
28,90,2016-05-28-11,Normal,-94.57,39.15
29,68,2016-05-28-11,Normal,-92.87,35.25
22,29,2016-05-28-11,Normal,-91.74,34.89
11,39,2016-05-28-11,Normal,-89.63,39.84
14,56,2016-05-28-11,Normal,-94.46,37.16
29,68,2016-05-28-11,Normal,-93.12,35.31
13,69,2016-05-28-11,Normal,-91.59,41.7
22,29,2016-05-28-11,Normal,-91.38,34.83
30,58,2016-05-28-11,Normal,-91.94,41.71
12,22,2016-05-28-11,Normal,-90.07,35.1
16,71,2016-05-28-11,Normal,-90.7,41.62
19,65,2016-05-28-11,Normal,-93.61,35.51
20,33,2016-05-28-11,Normal,-92.4,41.78
16,71,2016-05-28-11,Normal,-90.44,41.54
17,27,2016-05-28-11,Normal,-92.53,38.98
25,106,2016-05-28-11,Normal,-90.24,35.35
24,89,2016-05-28-11,Normal,-89.63,39.84
17,27,2016-05-28-11,Normal,-93.01,38.97
11,39,2016-05-28-11,Normal,-88.07,41.48
19,65,2016-05-28-11,Normal,-93.36,35.4
23,44,2016-05-28-11,Normal,-90.7,41.62
10,43,2016-05-28-11,Normal,-95.5,36.37
18,11,2016-05-28-11,Normal,-94.24,39.63
32,21,2016-05-28-11,Normal,-90.94,35.03
10,43,2016-05-28-11,Normal,-95.35,36.47
21,54,2016-05-28-11,Normal,-94.46,37.16
23,44,2016-05-28-11,Normal,-90.29,40.96
20,33,2016-05-28-11,Normal,-92.74,41.75
15,92,2016-05-28-11,Normal,-90.37,35.21
26,38,2016-05-28-11,Normal,-95.14,36.66
32,21,2016-05-28-11,Normal,-90.37,35.21
13,69,2016-05-28-11,Normal,-92.74,41.75
29,68,2016-05-28-11,Normal,-94.57,35.37
15,92,2016-05-28-11,Normal,-90.04,35.19
13,69,2016-05-28-11,Normal,-93.04,41.71
28,90,2016-05-28-11,Normal,-93.93,39.76
21,54,2016-05-28-11,Normal,-94.3,37.66
17,27,2016-05-28-11,Normal,-92.22,38.96
32,21,2016-05-28-11,Normal,-90.04,35.19
24,89,2016-05-28-11,Normal,-87.67,41.87
22,29,2016-05-28-11,Normal,-90.04,35.19
18,11,2016-05-28-11,Normal,-93.33,39.77
15,92,2016-05-28-11,Normal,-90.04,35.19
13,69,2016-05-28-11,Normal,-93.36,41.69
20,33,2016-05-28-11,Normal,-93.58,41.62
19,65,2016-05-28-11,Normal,-95.3,35.64
29,68,2016-05-28-11,Normal,-95.3,35.64
29,68,2016-05-28-11,Normal,-95.15,35.51
30,58,2016-05-28-11,Normal,-93.58,41.62
10,43,2016-05-28-11,Normal,-94.23,37.09
18,11,2016-05-28-11,Normal,-93.13,39.78
15,92,2016-05-28-11,Normal,-90.68,35.12
22,29,2016-05-28-11,Normal,-90.68,35.12
23,44,2016-05-28-11,Normal,-90.29,40.96
29,68,2016-05-28-11,Normal,-95.42,35.87
11,39,2016-05-28-11,Normal,-88.77,40.76
19,65,2016-05-28-11,Normal,-95.42,35.87
28,90,2016-05-28-11,Normal,-93.13,39.78
10,43,2016-05-28-11,Normal,-93.69,37.16
26,38,2016-05-28-11,Normal,-93.96,37.08
13,69,2016-05-28-11,Normal,-93.36,41.69
28,90,2016-05-28-11,Normal,-92.94,39.77
12,22,2016-05-28-11,Normal,-89.71,37.47
13,69,2016-05-28-11,Normal,-93.04,41.71
14,56,2016-05-28-11,Normal,-94.59,39.1
25,106,2016-05-28-11,Normal,-90.0,37.72
19,65,2016-05-28-11,Normal,-95.76,36.08
16,71,2016-05-28-11,Normal,-90.7,41.62
14,56,2016-05-28-11,Normal,-94.59,39.1
17,27,2016-05-28-11,Normal,-91.1,38.83
31,86,2016-05-28-11,Normal,-94.59,39.1
10,43,2016-05-28-11,Normal,-93.14,37.26
16,71,2016-05-28-11,Normal,-91.05,41.72
17,27,2016-05-28-11,Normal,-90.93,38.82
28,90,2016-05-28-11,Normal,-92.57,39.77
18,11,2016-05-28-11,Normal,-92.42,39.76
25,106,2016-05-28-11,Normal,-90.35,38.43
10,43,2016-05-28-11,Normal,-92.99,37.34
21,54,2016-05-28-11,Normal,-94.38,38.67
10,43,2016-05-28-11,Normal,-90.86,38.46
19,65,2016-05-28-11,Normal,-97.32,37.48
14,56,2016-05-28-11,Normal,-94.38,38.99
12,22,2016-05-28-11,Normal,-90.24,35.35
27,60,2016-05-28-11,Normal,-91.19,38.83
31,86,2016-05-28-11,Normal,-94.38,38.67
14,56,2016-05-28-11,Normal,-94.59,39.1
12,22,2016-05-28-11,Normal,-90.07,35.68
20,33,2016-05-28-11,Normal,-87.66,41.89
27,60,2016-05-28-11,Normal,-91.33,38.87
26,38,2016-05-28-11,Normal,-90.69,38.5
14,56,2016-05-28-11,Normal,-94.59,39.1
18,11,2016-05-28-11,Normal,-89.66,39.78
25,106,2016-05-28-11,Normal,-89.8,35.94
30,58,2016-05-28-11,Normal,-88.02,42.04
10,43,2016-05-28-11,Normal,-90.69,38.5
17,27,2016-05-28-11,Normal,-91.56,38.93
16,71,2016-05-28-11,Normal,-89.91,40.86
10,43,2016-05-28-11,Normal,-90.53,38.51
18,11,2016-05-28-11,Normal,-89.66,39.78
15,92,2016-05-28-11,Normal,-90.94,35.03
20,33,2016-05-28-11,Normal,-88.41,42.11
26,38,2016-05-28-11,Normal,-90.53,38.51
10,43,2016-05-28-11,Normal,-90.18,38.64
22,29,2016-05-28-11,Normal,-91.14,34.96
21,54,2016-05-28-11,Normal,-94.38,38.99
12,22,2016-05-28-11,Normal,-89.65,36.37
31,86,2016-05-28-11,Normal,-94.59,39.1
27,60,2016-05-28-11,Normal,-92.22,38.96
32,21,2016-05-28-11,Normal,-91.38,34.83
24,89,2016-05-28-11,Normal,-89.74,39.1
18,11,2016-05-28-11,Normal,-89.96,39.74
27,60,2016-05-28-11,Normal,-92.38,38.98
20,33,2016-05-28-11,Normal,-88.96,42.25
32,21,2016-05-28-11,Normal,-91.74,34.89
10,43,2016-05-28-11,Normal,-90.34,38.58
27,60,2016-05-28-11,Normal,-92.53,38.98
25,106,2016-05-28-11,Normal,-89.54,36.84
19,65,2016-05-28-11,Normal,-97.35,36.4
10,43,2016-05-28-11,Normal,-90.53,38.51
16,71,2016-05-28-11,Normal,-91.32,41.71
27,60,2016-05-28-11,Normal,-92.63,38.95
26,38,2016-05-28-11,Normal,-90.18,38.64
32,21,2016-05-28-11,Normal,-92.09,34.8
21,54,2016-05-28-11,Normal,-94.37,38.0
17,27,2016-05-28-11,Normal,-92.63,38.95
12,22,2016-05-28-11,Normal,-90.0,37.72
30,58,2016-05-28-11,Normal,-89.03,41.92
17,27,2016-05-28-11,Normal,-92.85,38.93
28,90,2016-05-28-11,Normal,-90.24,39.72
23,44,2016-05-28-11,Normal,-91.63,41.72
24,89,2016-05-28-11,Normal,-88.42,41.11
14,56,2016-05-28-11,Normal,-94.31,37.31
10,43,2016-05-28-11,Normal,-90.86,38.46
25,106,2016-05-28-11,Normal,-90.0,37.72
18,11,2016-05-28-11,Normal,-90.37,39.71
28,90,2016-05-28-11,Normal,-90.24,39.72
15,92,2016-05-28-11,Normal,-92.31,34.78
13,69,2016-05-28-11,Normal,-89.6,41.76
28,90,2016-05-28-11,Normal,-90.37,39.71
24,89,2016-05-28-11,Normal,-87.67,41.87
13,69,2016-05-28-11,Normal,-89.88,41.77
32,21,2016-05-28-11,Normal,-91.93,34.81
26,38,2016-05-28-11,Normal,-90.69,38.5
16,71,2016-05-28-11,Normal,-91.63,41.72
11,39,2016-05-28-11,Normal,-87.67,41.87
12,22,2016-05-28-11,Normal,-90.15,38.62
23,44,2016-05-28-11,Normal,-91.78,42.23
17,27,2016-05-28-11,Normal,-93.45,38.99
10,43,2016-05-28-11,Normal,-91.18,38.22
19,65,2016-05-28-11,Normal,-96.21,36.19
18,11,2016-05-28-11,Normal,-90.79,39.69
21,54,2016-05-28-11,Normal,-94.58,37.03
32,21,2016-05-28-11,Normal,-91.74,34.89
18,11,2016-05-28-11,Normal,-91.8,39.67
27,60,2016-05-28-11,Normal,-94.44,39.1
11,39,2016-05-28-11,Normal,-89.74,39.1
10,43,2016-05-28-11,Normal,-92.08,37.81
24,89,2016-05-28-11,Normal,-89.74,39.1
26,38,2016-05-28-11,Normal,-91.99,37.94
32,21,2016-05-28-11,Normal,-90.04,35.19
20,33,2016-05-28-11,Normal,-92.74,41.75
12,22,2016-05-28-11,Normal,-89.54,36.84
15,92,2016-05-28-11,Normal,-90.04,35.19
23,44,2016-05-28-11,Normal,-89.52,40.7
19,65,2016-05-28-11,Normal,-94.88,35.47
25,106,2016-05-28-11,Normal,-89.54,36.84
32,21,2016-05-28-11,Normal,-90.04,35.19
15,92,2016-05-28-11,Normal,-90.04,35.19
27,60,2016-05-28-11,Normal,-94.16,39.04
28,90,2016-05-28-11,Normal,-92.07,39.71
21,54,2016-05-28-11,Normal,-94.59,39.1
13,69,2016-05-28-11,Normal,-93.04,41.71
30,58,2016-05-28-11,Normal,-92.74,41.75
23,44,2016-05-28-11,Normal,-89.52,40.7
16,71,2016-05-28-11,Normal,-89.52,40.7
19,65,2016-05-28-11,Normal,-96.21,36.19
28,90,2016-05-28-11,Normal,-92.42,39.76
30,58,2016-05-28-11,Normal,-92.19,41.74
27,60,2016-05-28-11,Normal,-90.93,38.82
17,27,2016-05-28-11,Normal,-90.79,38.83
28,90,2016-05-28-11,Normal,-92.27,39.76
12,22,2016-05-28-11,Normal,-90.15,38.62
31,86,2016-05-28-11,Normal,-94.38,38.67
13,69,2016-05-28-11,Normal,-91.94,41.71
15,92,2016-05-28-11,Normal,-92.31,34.78
14,56,2016-05-28-11,Normal,-94.37,38.0
25,106,2016-05-28-11,Normal,-90.35,38.43
19,65,2016-05-28-11,Normal,-96.97,36.24
26,38,2016-05-28-11,Normal,-92.61,37.7
24,89,2016-05-28-11,Normal,-89.63,39.84
26,38,2016-05-28-11,Normal,-92.99,37.34
16,71,2016-05-28-11,Normal,-91.47,41.74
17,27,2016-05-28-11,Normal,-90.67,38.82
19,65,2016-05-28-11,Normal,-96.68,36.2
30,58,2016-05-28-11,Normal,-91.59,41.7
29,68,2016-05-28-11,Normal,-96.97,36.24
24,89,2016-05-28-11,Normal,-89.74,39.1
14,56,2016-05-28-11,Normal,-94.3,37.66
23,44,2016-05-28-11,Normal,-91.78,42.23
13,69,2016-05-28-11,Normal,-91.24,41.67
21,54,2016-05-28-11,Normal,-94.31,37.31
26,38,2016-05-28-11,Normal,-92.48,37.8
20,33,2016-05-28-11,Normal,-93.58,41.62
16,71,2016-05-28-11,Normal,-89.91,40.86
18,11,2016-05-28-11,Normal,-92.74,39.76
30,58,2016-05-28-11,Normal,-93.36,41.69
20,33,2016-05-28-11,Normal,-93.58,41.62
14,56,2016-05-28-11,Normal,-94.38,38.99
17,27,2016-05-28-11,Normal,-93.85,39.01
11,39,2016-05-28-11,Normal,-92.74,41.75
